,BUYER_STATE,BUYER_ZIP,BUYER_COUNTY,FIPS
338,MA,1464,MIDDLESEX,25017
342,TX,79382,LUBBOCK,48303
344,VA,22923,ORANGE,51137
346,DC,20505,DISTRICT OF COLUMBIA,11001
347,IL,61448,KNOX,17095
349,NY,10588,WESTCHESTER,36119
350,VT,5667,WASHINGTON,50023
351,VT,5655,LAMOILLE,50015
353,IN,46904,HOWARD,18067
356,MN,55932,WABASHA,27157
358,IL,61736,MCLEAN,17113
360,NC,27816,NASH,37127
362,LA,70819,EAST BATON ROUGE,22033
364,PA,18925,BUCKS,42017
367,CA,96064,SISKIYOU,6093
368,VA,20182,PRINCE WILLIAM,51153
370,AR,72811,POPE,5115
371,NE,69360,SHERIDAN,31161
372,NH,3811,ROCKINGHAM,33015
374,NY,11579,NASSAU,36059
377,MT,59057,YELLOWSTONE,30111
378,AZ,86440,MOHAVE,4015
379,AZ,85327,MARICOPA,4013
382,IA,50167,DALLAS,19049
384,IA,50105,STORY,19169
385,MN,55017,ISANTI,27059
386,GA,30621,OCONEE,13219
387,MD,20818,MONTGOMERY,24031
389,OR,97390,LINCOLN,41041
390,TX,76066,PARKER,48367
393,NY,13441,ONEIDA,36065
395,OK,74032,PAYNE,40119
396,KY,40115,BRECKINRIDGE,21027
398,OH,44251,MEDINA,39103
401,IN,46543,ELKHART,18113
405,ME,4974,WALDO,23027
406,WY,82442,WASHAKIE,56043
407,MS,38651,DESOTO,28033
410,TN,37877,HAMBLEN,47089
412,MT,59412,CASCADE,30015
414,MD,21035,ANNE ARUNDEL,24003
417,WV,24938,GREENBRIER,54025
419,MN,55991,WABASHA,27157
421,WI,54940,WAUPACA,55139
424,CA,95231,SAN JOAQUIN,6077
425,PA,16115,BEAVER,42007
427,IA,52339,TAMA,19171
428,TN,37383,FRANKLIN,47051
432,GA,31534,COFFEE,13069
435,MN,55327,HENNEPIN,27171
438,PA,18066,LEHIGH,42077
440,TX,78833,REAL,48385
442,OR,97022,CLACKAMAS,41005
445,GA,30336,FULTON,13121
448,CA,92282,RIVERSIDE,6065
451,FL,32668,LEVY,12083
453,OR,97133,WASHINGTON,41067
455,NY,11721,SUFFOLK,36103
456,MT,59324,CARTER,30011
457,NY,12833,SARATOGA,36091
460,AK,99575,BETHEL,2050
461,OR,97454,LANE,41039
462,NC,28388,MOORE,37125
464,TX,75411,LAMAR,48277
465,NJ,8515,BURLINGTON,34021
469,CA,95934,PLUMAS,6063
470,CA,95570,HUMBOLDT,6023
472,TX,78739,TRAVIS,48453
474,CT,6438,MIDDLESEX,9007
476,WI,54670,MONROE,55081
478,NY,12582,DUTCHESS,36027
480,NJ,8559,HUNTERDON,34019
485,IA,52141,FAYETTE,19065
486,IN,46742,STEUBEN,18151
487,VA,23651,HAMPTON CITY,51650
489,AR,72087,GARLAND,5125
492,TX,77597,CHAMBERS,48291
496,CO,81130,MINERAL,8079
497,TN,37052,MONTGOMERY,47125
499,OR,97462,DOUGLAS,41019
500,NH,3259,CARROLL,33003
501,MN,55704,PINE,27115
502,WI,53056,WAUKESHA,55133
503,IL,61742,WOODFORD,17203
504,MD,21778,FREDERICK,24021
507,MI,49706,EMMET,26047
508,MI,48454,SANILAC,26151
510,CA,93667,FRESNO,6019
516,DE,19899,NEW CASTLE,10003
517,CA,96103,PLUMAS,6063
518,PA,18355,MONROE,42089
521,MT,59086,PARK,30067
522,MD,21140,ANNE ARUNDEL,24003
525,MS,38943,CARROLL,28015
526,MN,56171,MARTIN,27091
527,VA,23301,ACCOMACK,51001
528,IN,46374,STARKE,18149
529,WA,99360,WALLA WALLA,53071
530,IL,61335,PUTNAM,17155
531,FL,32328,FRANKLIN,12037
532,FL,32583,SANTA ROSA,12113
533,LA,70571,SAINT LANDRY,22097
535,GA,39818,DECATUR,13087
536,OK,73172,OKLAHOMA,40109
538,IN,47432,ORANGE,18117
539,IL,61846,VERMILION,17183
540,TN,38502,PUTNAM,47141
542,NY,14702,CHAUTAUQUA,36013
543,GA,30739,WALKER,13295
544,GA,31207,BIBB,13021
548,CO,80208,DENVER,8031
550,OK,74477,WAGONER,40145
551,LA,70527,ACADIA,22001
554,TX,76530,WILLIAMSON,48491
555,MA,2421,MIDDLESEX,25017
559,MS,39193,RANKIN,28121
563,CT,6050,HARTFORD,9003
568,OH,43315,MORROW,39117
569,NC,27130,FORSYTH,37067
572,NJ,8353,CUMBERLAND,34011
575,IL,62311,HANCOCK,17169
577,IL,60039,MCHENRY,17111
578,NC,28422,BRUNSWICK,37019
579,MO,64492,CLINTON,29049
582,MI,49757,MACKINAC,26097
583,AZ,86321,YAVAPAI,4025
584,CT,6073,HARTFORD,9003
589,VT,5254,BENNINGTON,50003
591,NY,14033,ERIE,36029
594,OK,74022,WASHINGTON,40147
595,KS,67522,RENO,20155
597,CA,90056,LOS ANGELES,6037
601,MT,59807,MISSOULA,30063
602,NY,11715,SUFFOLK,36103
603,TX,79527,SCURRY,48415
604,FL,33804,POLK,12105
605,WI,53504,LAFAYETTE,55065
606,OH,45267,HAMILTON,39061
608,OK,73453,LOVE,40085
610,NY,11243,KINGS,36047
612,MI,48347,OAKLAND,26125
615,ID,83873,SHOSHONE,16079
616,FL,33827,POLK,12105
617,TX,76643,MCLENNAN,48309
618,NM,87325,MCKINLEY,35031
619,MT,59910,LAKE,30047
620,MN,55332,RENVILLE,27143
622,MS,38917,CARROLL,28015
623,TX,76131,TARRANT,48439
625,FL,34760,ORANGE,12095
628,NY,10548,WESTCHESTER,36119
629,OH,44127,CUYAHOGA,39035
634,AZ,85533,GREENLEE,4011
635,VA,24212,WASHINGTON,51191
637,IA,52170,ALLAMAKEE,19005
639,MA,2559,BARNSTABLE,25001
641,MI,49343,KENT,26123
644,MD,21153,BALTIMORE,24005
648,NM,87043,SANDOVAL,35043
649,TX,79114,RANDALL,48381
650,CA,96120,ALPINE,6003
652,ME,4544,LINCOLN,23015
653,WI,54482,PORTAGE,55097
655,IN,46915,CARROLL,18015
658,MS,38762,BOLIVAR,28011
661,TN,37029,DICKSON,47043
663,WV,25326,KANAWHA,54039
668,VA,23437,SUFFOLK CITY,51800
669,TX,77238,HARRIS,48201
672,OH,45207,HAMILTON,39061
674,VA,24115,MARTINSVILLE CITY,51690
675,IN,46017,MADISON,18095
677,TX,76483,THROCKMORTON,48447
678,NJ,7063,UNION,34039
679,NC,27619,WAKE,37183
680,GA,31719,SUMTER,13261
682,OK,73025,OKLAHOMA,40109
684,TX,75266,DALLAS,48113
690,KY,42122,WARREN,21227
691,TX,79698,TAYLOR,48441
692,CA,92186,SAN DIEGO,6073
693,IN,46741,ALLEN,18003
697,NJ,7207,UNION,34039
698,OH,45370,GREENE,39057
700,MS,39568,JACKSON,28059
701,VA,23919,MECKLENBURG,51117
702,GA,31776,COLQUITT,13071
704,NC,27268,GUILFORD,37081
708,FL,33190,MIAMI-DADE,12086
710,WI,54003,PIERCE,55093
712,OH,44645,WAYNE,39169
713,NY,10121,NEW YORK,36061
714,MO,65037,MORGAN,29141
715,IL,61833,VERMILION,17183
716,NE,68633,DODGE,31053
718,NH,3819,ROCKINGHAM,33015
720,KS,67213,SEDGWICK,20173
722,CA,95368,STANISLAUS,6099
723,MI,48428,LAPEER,26125
726,NH,3444,CHESHIRE,33005
728,CA,93066,VENTURA,6111
729,PA,18325,MONROE,42089
732,KS,66506,RILEY,20161
734,VT,5155,WINDHAM,50025
736,RI,2829,PROVIDENCE,44007
737,OH,44262,SUMMIT,39153
739,FL,33539,PASCO,12101
740,SC,29714,CHESTER,45023
743,WI,53560,DANE,55049
748,IA,52132,WINNESHIEK,19191
749,NY,14030,ERIE,36029
752,PA,17058,JUNIATA,42067
754,WI,53808,GRANT,55043
758,NM,88351,LINCOLN,35027
759,PA,18831,BRADFORD,42015
762,VA,22514,CAROLINE,51097
765,KS,66607,SHAWNEE,20177
767,NM,87535,SANTA FE,35049
769,OR,97876,UNION,41061
770,ME,4002,YORK,23031
771,NJ,8510,MONMOUTH,34025
773,NY,10155,NEW YORK,36061
774,MA,1561,WORCESTER,25027
775,TX,77962,JACKSON,48239
776,CA,93643,MADERA,6039
779,NH,3266,GRAFTON,33009
781,PA,18011,LEHIGH,42077
783,NC,27018,YADKIN,37197
784,NH,3574,GRAFTON,33009
786,FL,32732,SEMINOLE,12127
788,NY,14803,ALLEGANY,36101
792,FL,32124,VOLUSIA,12127
793,AL,35185,SHELBY,1117
794,KS,66013,MIAMI,20121
795,NM,87549,TAOS,35055
796,FL,32234,DUVAL,12089
799,AZ,85625,COCHISE,4003
802,TX,78101,BEXAR,48029
805,CA,93380,KERN,6029
810,TX,76272,COOKE,48121
814,NY,12441,ULSTER,36111
815,CA,92023,SAN DIEGO,6073
816,TX,75461,LAMAR,48277
817,TX,76622,HILL,48309
820,PA,15655,WESTMORELAND,42129
821,SD,57744,CUSTER,46103
822,MI,49730,OTSEGO,26137
823,WI,54169,CALUMET,55015
825,WA,99029,LINCOLN,53063
828,ME,4862,KNOX,23015
830,IN,47106,CLARK,18175
833,TX,77328,LIBERTY,48407
835,WI,54835,SAWYER,55113
837,IA,52228,LINN,19113
838,NY,10533,WESTCHESTER,36119
839,MN,55389,MEEKER,27145
842,CA,92623,ORANGE,6059
844,TX,78029,KERR,48265
845,WI,54406,PORTAGE,55097
847,NJ,8528,SOMERSET,34035
849,GA,30647,MADISON,13195
851,ID,83872,LATAH,16057
853,CA,95427,MENDOCINO,6045
855,LA,71047,CADDO,22017
857,IN,46538,KOSCIUSKO,18085
860,NM,87053,SANDOVAL,35043
861,MN,55952,WINONA,27169
862,NH,3037,ROCKINGHAM,33015
864,OH,44010,ASHTABULA,39007
867,OH,43146,PICKAWAY,39129
868,ME,4680,WASHINGTON,23029
869,NE,68178,DOUGLAS,31055
871,AK,99567,ANCHORAGE,2020
872,NH,3841,ROCKINGHAM,33015
874,GA,30571,WHITE,13311
875,AZ,85610,COCHISE,4003
878,IN,47977,JASPER,18181
881,NY,14881,TOMPKINS,36109
882,IL,61261,WHITESIDE,17195
883,TX,78632,GONZALES,48177
886,UT,84333,CACHE,49005
887,NY,11120,QUEENS,36081
888,VT,5682,WASHINGTON,50023
889,VA,24457,ALLEGHANY,51005
891,PA,17064,LEBANON,42075
892,AR,72403,CRAIGHEAD,5031
895,FL,33129,MIAMI-DADE,12086
897,TX,77522,HARRIS,48201
900,FL,32833,ORANGE,12095
903,CA,93222,KERN,6029
908,TX,77320,WALKER,48471
909,NH,3740,GRAFTON,33009
911,AR,72702,WASHINGTON,5143
912,IL,60666,COOK,17031
918,NY,6390,SUFFOLK,36103
919,TX,78063,BANDERA,48265
921,CA,94037,SAN MATEO,6081
924,TX,75382,DALLAS,48113
930,TX,77302,MONTGOMERY,48339
933,NJ,7082,MORRIS,34027
936,NY,14032,ERIE,36029
939,MT,59088,YELLOWSTONE,30111
940,NJ,8502,SOMERSET,34035
942,VA,22181,FAIRFAX,51059
947,TX,77316,MONTGOMERY,48339
950,GA,31823,HARRIS,13145
954,MA,2109,SUFFOLK,25025
955,MA,2332,PLYMOUTH,25023
956,ME,4085,CUMBERLAND,23005
960,MN,55111,HENNEPIN,27171
963,MO,65409,PHELPS,29161
964,NJ,8097,GLOUCESTER,34015
966,VA,23433,SUFFOLK CITY,51800
967,KY,41039,FLEMING,21181
969,IN,46819,ALLEN,18003
973,VT,5773,RUTLAND,50021
974,CO,80106,EL PASO,8041
977,SD,57260,ROBERTS,46109
978,NY,13825,OTSEGO,36077
979,NE,68876,BUFFALO,31079
984,AZ,85615,COCHISE,4003
987,NY,12409,ULSTER,36111
988,WA,98422,PIERCE,53053
989,PA,16314,CRAWFORD,42121
993,NJ,7831,WARREN,34041
995,CT,6092,HARTFORD,9003
1000,FL,33197,MIAMI-DADE,12086
1002,TX,76935,TOM GREEN,48451
1003,CA,95663,PLACER,6061
1005,TX,77572,HARRIS,48201
1008,WI,53078,DODGE,55027
1011,FL,32542,OKALOOSA,12091
1014,LA,71307,RAPIDES,22079
1015,NY,11961,SUFFOLK,36103
1016,WI,54411,MARATHON,55119
1019,VA,22060,FAIRFAX,51059
1024,CA,95962,YUBA,6115
1025,PA,15923,WESTMORELAND,42129
1026,CO,81242,CHAFFEE,8015
1028,WI,54762,BARRON,55033
1033,MI,49448,OTTAWA,26139
1034,FL,34478,MARION,12083
1037,CO,81240,FREMONT,8043
1038,NM,87068,VALENCIA,35061
1039,WI,53153,WAUKESHA,55133
1040,PA,17506,LANCASTER,42071
1042,NM,88008,DONA ANA,35013
1044,MD,20620,SAINT MARYS,24037
1045,MA,2631,BARNSTABLE,25001
1047,TX,75158,KAUFMAN,48257
1050,MT,59079,YELLOWSTONE,30111
1051,TX,78252,BEXAR,48029
1054,VT,5768,BENNINGTON,50003
1056,IN,47968,MONTGOMERY,18107
1057,WI,54230,MANITOWOC,55071
1059,WI,53515,DANE,55049
1064,WY,83112,LINCOLN,56023
1065,TX,76366,ARCHER,48009
1066,OK,74116,TULSA,40145
1069,WA,98933,YAKIMA,53077
1070,TN,37641,GREENE,47179
1073,WA,98548,MASON,53045
1075,WA,99148,STEVENS,53065
1076,NH,3057,HILLSBOROUGH,33011
1080,NC,27233,GUILFORD,37081
1084,MI,48891,MONTCALM,26117
1086,NY,12434,DELAWARE,36025
1090,LA,70606,CALCASIEU,22019
1093,NY,12449,ULSTER,36111
1094,ID,83246,BANNOCK,16005
1097,ME,4027,YORK,23031
1098,MS,39094,LEAKE,28123
1100,TX,78933,AUSTIN,48089
1102,FL,32420,JACKSON,12133
1104,IA,50166,WARREN,19181
1105,NV,89460,DOUGLAS,32005
1107,KY,40022,SHELBY,21211
1108,KY,40023,JEFFERSON,21215
1112,PA,15665,WESTMORELAND,42129
1113,CA,95502,HUMBOLDT,6023
1115,OH,43758,MORGAN,39115
1118,IN,46797,ALLEN,18003
1122,ME,4435,PENOBSCOT,23019
1124,WI,53792,DANE,55049
1129,IN,47940,MONTGOMERY,18107
1130,KS,66451,OSAGE,20139
1132,VT,5828,CALEDONIA,50005
1135,NY,12427,GREENE,36039
1137,MD,21734,WASHINGTON,24043
1138,VA,24381,CARROLL,51035
1141,MN,55375,HENNEPIN,27171
1144,MO,63048,JEFFERSON,29099
1148,OR,97830,WHEELER,41069
1149,TN,38367,MCNAIRY,47109
1150,GA,31772,WORTH,13321
1151,IL,60041,LAKE,17097
1153,LA,70505,LAFAYETTE,22055
1157,TX,78364,KLEBERG,48355
1158,NV,89413,DOUGLAS,32005
1160,CA,95426,LAKE,6033
1162,GA,30238,CLAYTON,13113
1166,TX,77347,HARRIS,48201
1169,NC,28464,DUPLIN,37061
1172,CO,80814,TELLER,8119
1173,GA,31604,LOWNDES,13185
1174,TX,76023,WISE,48497
1175,AR,72913,SEBASTIAN,5131
1176,CA,92179,SAN DIEGO,6073
1177,OR,97385,MARION,41047
1178,FL,34235,SARASOTA,12115
1179,PA,18972,BUCKS,42017
1182,NV,89023,NYE,32023
1183,FL,33509,HILLSBOROUGH,12057
1188,AZ,85038,MARICOPA,4013
1191,WA,99027,SPOKANE,53063
1194,NY,12529,COLUMBIA,36021
1196,NH,3818,CARROLL,33003
1197,MI,49237,JACKSON,26075
1199,WA,98576,THURSTON,53067
1200,NH,3846,CARROLL,33003
1201,DE,19931,SUSSEX,10005
1202,CA,95693,SACRAMENTO,6067
1205,ME,4783,AROOSTOOK,23003
1206,AK,99553,ALEUTIANS EAST,2013
1207,TX,76001,TARRANT,48439
1209,FL,32776,LAKE,12095
1215,MI,49233,LENAWEE,26091
1218,ME,4354,WALDO,23027
1219,MA,1008,HAMPDEN,25013
1221,IL,61744,MCLEAN,17113
1223,NY,10503,WESTCHESTER,36119
1224,PA,16113,MERCER,42085
1226,CA,96032,SISKIYOU,6093
1227,NJ,8826,HUNTERDON,34019
1232,PA,17333,YORK,42133
1233,RI,2837,NEWPORT,44005
1234,KS,67584,NESS,20195
1236,UT,84312,BOX ELDER,49005
1238,KS,66401,WABAUNSEE,20197
1239,TX,77555,GALVESTON,48167
1241,MA,1590,WORCESTER,25027
1242,MI,49446,OCEANA,26127
1243,NE,69029,DAWSON,31111
1246,RI,2874,WASHINGTON,44009
1247,OH,44706,STARK,39151
1251,MD,21837,WICOMICO,24045
1253,CA,94938,MARIN,6041
1255,NY,14546,MONROE,36055
1259,VT,5837,ESSEX,50009
1261,IA,52773,SCOTT,19163
1262,WV,26704,HAMPSHIRE,54027
1264,FL,33565,HILLSBOROUGH,12057
1269,ME,4693,HANCOCK,23009
1270,WI,54740,PIERCE,55093
1272,MI,49653,LEELANAU,26089
1273,TX,78661,CALDWELL,48187
1275,TX,77703,JEFFERSON,48245
1276,FL,32240,DUVAL,12089
1279,RI,2822,WASHINGTON,44009
1280,TX,78150,BEXAR,48029
1283,NY,14101,CATTARAUGUS,36009
1286,CO,80136,ADAMS,8005
1292,NY,10576,WESTCHESTER,36119
1293,CA,95402,SONOMA,6097
1294,AR,72168,JEFFERSON,5069
1297,KY,40055,HENRY,21223
1300,NC,28107,CABARRUS,37179
1304,FL,33158,MIAMI-DADE,12086
1306,AK,99652,MATANUSKA SUSITNA,2170
1307,WI,54602,LA CROSSE,55063
1308,NM,87052,SANDOVAL,35043
1309,MN,55425,HENNEPIN,27171
1312,TX,78575,CAMERON,48061
1315,NC,27506,HARNETT,37085
1318,NV,89316,EUREKA,32011
1319,GA,30576,RABUN,13241
1321,VT,5775,RUTLAND,50021
1322,KY,41773,PERRY,21193
1323,SC,29465,CHARLESTON,45019
1325,PA,17569,LANCASTER,42071
1327,HI,96714,KAUAI,15007
1328,NM,87032,TORRANCE,35057
1329,TX,75456,TITUS,48449
1330,AL,36528,MOBILE,1097
1332,WV,25322,KANAWHA,54039
1337,ID,83352,LINCOLN,16063
1338,WI,53570,GREEN,55045
1340,IN,47750,VANDERBURGH,18163
1341,NM,88317,OTERO,35035
1342,NY,12059,ALBANY,36001
1345,MO,64840,NEWTON,29145
1346,OR,97846,WALLOWA,41063
1347,CO,81624,MESA,8077
1348,NY,11964,SUFFOLK,36103
1349,MO,64156,CLAY,29095
1354,CO,80135,DOUGLAS,8119
1358,KS,67039,BUTLER,20173
1360,ME,4579,SAGADAHOC,23023
1361,NY,13141,CORTLAND,36067
1364,WA,98446,PIERCE,53053
1365,KS,67954,MORTON,20189
1367,NY,12779,SULLIVAN,36105
1369,FL,33526,PASCO,12101
1370,GU,96932,GUAM,66010
1371,CA,92314,SAN BERNARDINO,6071
1372,CO,80465,JEFFERSON,8059
1374,AZ,85359,LA PAZ,4012
1375,MN,56455,CROW WING,27035
1377,WI,54921,PORTAGE,55097
1379,WA,98445,PIERCE,53053
1380,PA,18621,LUZERNE,42079
1383,IL,60922,IROQUOIS,17091
1385,MA,2655,BARNSTABLE,25001
1387,MD,21013,BALTIMORE,24005
1391,TX,77574,GALVESTON,48167
1393,MA,1564,WORCESTER,25027
1394,TN,37391,POLK,47139
1395,TX,79092,OLDHAM,48359
1396,CO,80470,JEFFERSON,8059
1398,CA,93067,SANTA BARBARA,6083
1400,CA,90068,LOS ANGELES,6037
1404,VA,24459,AUGUSTA,51163
1408,MA,2739,PLYMOUTH,25023
1409,TN,38238,WEAKLEY,47183
1410,CA,95655,SACRAMENTO,6067
1413,KS,66442,GEARY,20161
1415,TX,78131,COMAL,48091
1418,AL,36688,MOBILE,1097
1420,WI,53038,JEFFERSON,55055
1423,CT,6083,HARTFORD,9003
1428,TX,75155,NAVARRO,48349
1429,OK,74355,OTTAWA,40115
1430,AZ,86022,COCONINO,4005
1432,NC,28676,SURRY,37193
1434,NJ,8093,GLOUCESTER,34015
1436,PA,19405,MONTGOMERY,42091
1438,IN,47520,PERRY,18123
1439,AR,72316,MISSISSIPPI,5093
1440,MA,1609,WORCESTER,25027
1441,DC,20593,DISTRICT OF COLUMBIA,11001
1442,MD,20755,ANNE ARUNDEL,24003
1445,NJ,8933,MIDDLESEX,34023
1448,CA,95053,SANTA CLARA,6085
1449,PA,17535,LANCASTER,42071
1451,CA,95735,EL DORADO,6017
1452,KS,66073,JEFFERSON,20087
1454,KS,66617,SHAWNEE,20177
1456,NY,10916,ORANGE,36071
1459,NY,12814,WARREN,36113
1461,MI,49460,OTTAWA,26139
1462,OR,97413,LANE,41039
1463,PA,16410,ERIE,42049
1465,MA,1585,WORCESTER,25027
1466,NY,12742,SULLIVAN,36105
1468,TX,77632,ORANGE,48361
1469,KY,41645,FLOYD,21071
1471,IL,61020,OGLE,17201
1474,OR,97352,MARION,41047
1475,CA,95683,SACRAMENTO,6067
1478,WI,54912,OUTAGAMIE,55087
1481,CA,93601,MADERA,6039
1484,OH,45325,MONTGOMERY,39135
1487,NE,69350,GRANT,31075
1488,OH,43008,LICKING,39089
1490,MN,56358,KANABEC,27095
1492,IA,52254,CLINTON,19045
1493,CA,95686,SAN JOAQUIN,6077
1494,CA,96088,SHASTA,6089
1496,NY,13084,ONONDAGA,36067
1497,FL,34688,PINELLAS,12103
1498,NY,12056,SCHENECTADY,36093
1500,PA,15952,CAMBRIA,42021
1504,MN,55927,DODGE,27039
1506,VA,23521,NORFOLK CITY,51710
1508,IL,61873,CHAMPAIGN,17019
1511,KY,42135,SIMPSON,21213
1512,OR,97432,DOUGLAS,41019
1513,NH,3258,MERRIMACK,33013
1516,NY,13491,HERKIMER,36077
1518,CA,95497,SONOMA,6097
1519,CA,95912,COLUSA,6113
1521,FL,32220,DUVAL,12089
1524,FL,32744,VOLUSIA,12127
1525,VT,5761,RUTLAND,50021
1526,IA,50568,BUENA VISTA,19161
1527,TX,78802,UVALDE,48463
1528,CT,6052,HARTFORD,9003
1533,WV,25311,KANAWHA,54039
1538,TX,78210,BEXAR,48029
1541,TN,37315,HAMILTON,47065
1545,OH,43977,BELMONT,39067
1549,TN,37645,HAWKINS,47073
1551,CO,80309,BOULDER,8013
1556,TX,77446,WALLER,48473
1557,IL,62903,JACKSON,17077
1559,IN,46737,STEUBEN,18151
1560,TN,37742,LOUDON,47105
1562,PA,15940,CAMBRIA,42021
1566,KS,66085,JOHNSON,20091
1569,WA,98278,ISLAND,53029
1571,PA,16881,CLEARFIELD,42033
1573,PA,16002,BUTLER,42019
1576,OH,44846,ERIE,39077
1579,AZ,85087,MARICOPA,4013
1582,LA,70729,WEST BATON ROUGE,22121
1583,CA,93451,SAN LUIS OBISPO,6079
1584,CA,92096,SAN DIEGO,6073
1585,IN,46982,KOSCIUSKO,18085
1588,TX,77363,GRIMES,48473
1590,WI,54123,CALUMET,55015
1592,NH,3254,CARROLL,33003
1593,IN,46988,CASS,18017
1594,MA,1366,WORCESTER,25027
1595,FL,34215,MANATEE,12081
1597,WV,25106,MASON,54053
1598,NY,10526,WESTCHESTER,36119
1599,SD,57001,UNION,46127
1600,GA,31004,MONROE,13207
1601,IN,46777,WELLS,18179
1602,GA,39827,GRADY,13131
1604,WY,83128,LINCOLN,56023
1605,ME,4917,KENNEBEC,23011
1608,WI,54173,BROWN,55009
1612,PA,17744,LYCOMING,42081
1615,KS,67135,HARVEY,20173
1618,WV,26136,CALHOUN,54013
1620,MA,2093,NORFOLK,25021
1623,MO,63631,WASHINGTON,29221
1624,OH,45302,SHELBY,39149
1625,CA,92316,SAN BERNARDINO,6071
1626,OH,44028,LORAIN,39103
1628,OH,43021,DELAWARE,39041
1632,MA,2668,BARNSTABLE,25001
1634,VA,22551,SPOTSYLVANIA,51177
1636,NH,3044,ROCKINGHAM,33015
1638,OR,97406,CURRY,41015
1639,MN,56502,BECKER,27005
1642,OK,74119,TULSA,40145
1645,OH,44431,COLUMBIANA,39029
1647,TX,77225,HARRIS,48201
1650,GA,30164,FLOYD,13115
1652,GA,31416,CHATHAM,13051
1654,NC,27528,JOHNSTON,37101
1658,MT,59001,STILLWATER,30111
1660,IA,51639,FREMONT,19071
1662,NY,12053,SCHENECTADY,36093
1664,AZ,86334,YAVAPAI,4025
1665,TX,78667,HAYS,48209
1667,NH,3825,STRAFFORD,33017
1668,IN,46748,ALLEN,18003
1672,IN,47922,NEWTON,18111
1673,CO,80535,LARIMER,8069
1675,NY,13776,OTSEGO,36077
1676,NY,10176,NEW YORK,36061
1677,IL,61060,STEPHENSON,17177
1678,UT,84064,RICH,49033
1679,TN,37222,DAVIDSON,47037
1684,NC,27906,PASQUOTANK,37139
1685,MD,20639,CALVERT,24009
1686,WA,98421,PIERCE,53053
1687,TX,76241,COOKE,48121
1691,IL,62884,FRANKLIN,17081
1694,OH,44606,WAYNE,39169
1695,HI,96790,MAUI,15009
1696,CA,94951,SONOMA,6097
1697,VA,23842,PRINCE GEORGE,51183
1699,OR,97325,MARION,41047
1700,TX,78055,BANDERA,48265
1702,GA,31826,HARRIS,13145
1706,LA,70665,CALCASIEU,22019
1709,WA,98831,CHELAN,53007
1711,CA,96129,PLUMAS,6063
1712,KY,41216,JOHNSON,21115
1713,TX,75497,WOOD,48499
1714,GA,31804,HARRIS,13145
1718,AR,72846,JOHNSON,5115
1720,VA,23102,GOOCHLAND,51109
1722,VA,23833,DINWIDDIE,51053
1723,CA,96052,TRINITY,6105
1724,OR,97624,KLAMATH,41035
1725,MN,55352,SCOTT,27139
1727,CO,80447,GRAND,8049
1728,PA,16827,CENTRE,42027
1730,GA,30563,HABERSHAM,13137
1733,IL,61072,WINNEBAGO,17201
1734,WI,53126,RACINE,55101
1737,NY,14487,LIVINGSTON,36069
1741,NH,3856,ROCKINGHAM,33015
1743,IN,46285,MARION,18097
1744,NY,12106,COLUMBIA,36021
1746,PA,15438,FAYETTE,42051
1750,KY,40862,LETCHER,21133
1752,CT,6750,LITCHFIELD,9005
1754,MO,65652,WEBSTER,29225
1756,MD,20711,ANNE ARUNDEL,24003
1759,NJ,8741,OCEAN,34029
1760,KS,67490,ELLSWORTH,20167
1762,OK,74331,OTTAWA,40115
1763,AL,35951,MARSHALL,1095
1765,KS,67202,SEDGWICK,20173
1767,AK,99840,SKAGWAY,2230
1768,TX,75568,MORRIS,48343
1769,OH,43557,WILLIAMS,39171
1770,TX,75709,SMITH,48423
1771,GA,30313,FULTON,13121
1774,TN,37201,DAVIDSON,47037
1779,NM,88039,CATRON,35003
1780,NC,28088,ROWAN,37159
1781,AR,72013,VAN BUREN,5141
1782,IN,47992,TIPPECANOE,18157
1784,IA,51109,WOODBURY,19193
1785,NC,28905,CHEROKEE,37039
1787,AL,36803,LEE,1081
1791,NC,28611,CALDWELL,37027
